Epidemiology Wk,Start,End,Disease,Cases
60,18/2/2018,24/2/2018,Malaria,1
61,25/2/2018,3/3/2018,Malaria,0
62,4/3/2018,10/3/2018,Malaria,0
63,11/3/2018,17/3/2018,Malaria,2
64,18/3/2018,24/3/2018,Malaria,1
65,25/3/2018,31/3/2018,Malaria,0
66,1/4/2018,7/4/2018,Malaria,0
67,8/4/2018,14/4/2018,Malaria,1
68,15/4/2018,21/4/2018,Malaria,1
69,22/4/2018,28/4/2018,Malaria,1
70,29/4/2018,5/5/2018,Malaria,1
71,6/5/2018,12/5/2018,Malaria,1
72,13/5/2018,19/5/2018,Malaria,1
73,20/5/2018,26/5/2018,Malaria,0
74,27/5/2018,2/6/2018,Malaria,0
75,3/6/2018,9/6/2018,Malaria,1
76,10/6/2018,16/6/2018,Malaria,0
77,17/6/2018,23/6/2018,Malaria,1
78,24/6/2018,30/6/2018,Malaria,1
79,1/7/2018,7/7/2018,Malaria,1
80,8/7/2018,14/7/2018,Malaria,2
81,15/7/2018,21/7/2018,Malaria,0
82,22/7/2018,28/7/2018,Malaria,0
83,29/7/2018,4/8/2018,Malaria,0
84,5/8/2018,11/8/2018,Malaria,0
85,12/8/2018,18/8/2018,Malaria,1
86,19/8/2018,25/8/2018,Malaria,1
87,26/8/2018,1/9/2018,Malaria,0
88,2/9/2018,8/9/2018,Malaria,0
89,9/9/2018,15/9/2018,Malaria,0
90,16/9/2018,22/9/2018,Malaria,1
91,23/9/2018,29/9/2018,Malaria,2
92,30/9/2018,6/10/2018,Malaria,1
93,7/10/2018,13/10/2018,Malaria,1
94,14/10/2018,20/10/2018,Malaria,1
95,21/10/2018,27/10/2018,Malaria,0
96,28/10/2018,3/11/2018,Malaria,2
97,4/11/2018,10/11/2018,Malaria,0
98,11/11/2018,17/11/2018,Malaria,1
99,18/11/2018,24/11/2018,Malaria,0
100,25/11/2018,1/12/2018,Malaria,0
101,2/12/2018,8/12/2018,Malaria,1
102,9/12/2018,15/12/2018,Malaria,0
103,16/12/2018,22/12/2018,Malaria,2
104,23/12/2018,29/12/2018,Malaria,2
105,30/12/2018,5/1/2019,Malaria,1
106,6/1/2019,12/1/2019,Malaria,0
107,13/1/2019,19/1/2019,Malaria,3
108,20/1/2019,26/1/2019,Malaria,0
109,27/1/2019,2/2/2019,Malaria,1
110,3/2/2019,9/2/2019,Malaria,0
111,10/2/2019,16/2/2019,Malaria,2
112,17/2/2019,23/2/2019,Malaria,0
113,24/2/2019,2/3/2019,Malaria,0
114,3/3/2019,9/3/2019,Malaria,0
115,10/3/2019,16/3/2019,Malaria,0
116,17/3/2019,23/3/2019,Malaria,1
117,24/3/2019,30/3/2019,Malaria,1
118,31/3/2019,6/4/2019,Malaria,0
119,7/4/2019,13/4/2019,Malaria,2
120,14/4/2019,20/4/2019,Malaria,1
121,21/4/2019,27/4/2019,Malaria,0
122,28/4/2019,4/5/2019,Malaria,0
123,5/5/2019,11/5/2019,Malaria,0
124,12/5/2019,18/5/2019,Malaria,1
125,19/5/2019,25/5/2019,Malaria,0
126,26/5/2019,1/6/2019,Malaria,0
127,2/6/2019,8/6/2019,Malaria,1
128,9/6/2019,15/6/2019,Malaria,1
129,16/6/2019,22/6/2019,Malaria,0
130,23/6/2019,29/6/2019,Malaria,1
131,30/6/2019,6/7/2019,Malaria,1
132,7/7/2019,13/7/2019,Malaria,1
133,14/7/2019,20/7/2019,Malaria,0
134,21/7/2019,27/7/2019,Malaria,0
135,28/7/2019,3/8/2019,Malaria,0
136,4/8/2019,10/8/2019,Malaria,0
137,11/8/2019,17/8/2019,Malaria,0
138,18/8/2019,24/8/2019,Malaria,0
139,25/8/2019,31/8/2019,Malaria,0
140,1/9/2019,7/9/2019,Malaria,0
141,8/9/2019,14/9/2019,Malaria,1
142,15/9/2019,21/9/2019,Malaria,2
143,22/9/2019,28/9/2019,Malaria,0
144,29/9/2019,5/10/2019,Malaria,0
145,6/10/2019,12/10/2019,Malaria,2
146,13/10/2019,19/10/2019,Malaria,0
147,20/10/2019,26/10/2019,Malaria,0
148,27/10/2019,2/11/2019,Malaria,2
149,3/11/2019,9/11/2019,Malaria,0
150,10/11/2019,16/11/2019,Malaria,0
151,17/11/2019,23/11/2019,Malaria,2
152,24/11/2019,30/11/2019,Malaria,1
153,1/12/2019,7/12/2019,Malaria,0
154,8/12/2019,14/12/2019,Malaria,2
155,15/12/2019,21/12/2019,Malaria,1
156,22/12/2019,28/12/2019,Malaria,2
157,29/12/2019,4/1/2020,Malaria,1
158,5/1/2020,11/1/2020,Malaria,1
159,12/1/2020,18/1/2020,Malaria,1
160,19/1/2020,25/1/2020,Malaria,0
161,26/1/2020,1/2/2020,Malaria,0
162,2/2/2020,8/2/2020,Malaria,0
163,9/2/2020,15/2/2020,Malaria,1
164,16/2/2020,22/2/2020,Malaria,0
165,23/2/2020,29/2/2020,Malaria,0
166,1/3/2020,7/3/2020,Malaria,0
167,8/3/2020,14/3/2020,Malaria,1
168,15/3/2020,21/3/2020,Malaria,1
169,22/3/2020,28/3/2020,Malaria,0
170,29/3/2020,4/4/2020,Malaria,0
171,5/4/2020,11/4/2020,Malaria,0
172,12/4/2020,18/4/2020,Malaria,1
173,19/4/2020,25/4/2020,Malaria,0
174,26/4/2020,2/5/2020,Malaria,0
175,3/5/2020,9/5/2020,Malaria,0
176,10/5/2020,16/5/2020,Malaria,0
177,17/5/2020,23/5/2020,Malaria,0
178,24/5/2020,30/5/2020,Malaria,0
179,31/5/2020,6/6/2020,Malaria,0
180,7/6/2020,13/6/2020,Malaria,0
181,14/6/2020,20/6/2020,Malaria,0
182,21/6/2020,27/6/2020,Malaria,0
183,28/6/2020,4/7/2020,Malaria,1
184,5/7/2020,11/7/2020,Malaria,0
185,12/7/2020,18/7/2020,Malaria,0
186,19/7/2020,25/7/2020,Malaria,2
187,26/7/2020,1/8/2020,Malaria,0
188,2/8/2020,8/8/2020,Malaria,0
189,9/8/2020,15/8/2020,Malaria,0
190,16/8/2020,22/8/2020,Malaria,0
191,23/8/2020,29/8/2020,Malaria,2
192,30/8/2020,5/9/2020,Malaria,1
193,6/9/2020,12/9/2020,Malaria,0
194,13/9/2020,19/9/2020,Malaria,0
195,20/9/2020,26/9/2020,Malaria,0
196,27/9/2020,3/10/2020,Malaria,0
197,4/10/2020,10/10/2020,Malaria,0
198,11/10/2020,17/10/2020,Malaria,0
199,18/10/2020,24/10/2020,Malaria,0
200,25/10/2020,31/10/2020,Malaria,0
201,1/11/2020,7/11/2020,Malaria,0
202,8/11/2020,14/11/2020,Malaria,0
203,15/11/2020,21/11/2020,Malaria,0
204,22/11/2020,28/11/2020,Malaria,0
205,29/11/2020,5/12/2020,Malaria,0
206,6/12/2020,12/12/2020,Malaria,0
207,13/12/2020,19/12/2020,Malaria,0
208,20/12/2020,26/12/2020,Malaria,0
209,27/12/2020,2/1/2021,Malaria,0
1,1/1/2017,7/1/2017,Chikungunya,0
2,8/1/2017,14/1/2017,Chikungunya,0
3,15/1/2017,21/1/2017,Chikungunya,0
4,22/1/2017,28/1/2017,Chikungunya,0
5,29/1/2017,4/2/2017,Chikungunya,0
6,5/2/2017,11/2/2017,Chikungunya,0
7,12/2/2017,18/2/2017,Chikungunya,0
8,19/2/2017,25/2/2017,Chikungunya,0
9,26/2/2017,4/3/2017,Chikungunya,1
10,5/3/2017,11/3/2017,Chikungunya,0
11,12/3/2017,18/3/2017,Chikungunya,0
12,19/3/2017,25/3/2017,Chikungunya,2
13,26/3/2017,1/4/2017,Chikungunya,0
14,2/4/2017,8/4/2017,Chikungunya,1
15,9/4/2017,15/4/2017,Chikungunya,0
16,16/4/2017,22/4/2017,Chikungunya,0
17,23/4/2017,29/4/2017,Chikungunya,0
18,30/4/2017,6/5/2017,Chikungunya,0
19,7/5/2017,13/5/2017,Chikungunya,0
20,14/5/2017,20/5/2017,Chikungunya,1
21,21/5/2017,27/5/2017,Chikungunya,0
22,28/5/2017,3/6/2017,Chikungunya,0
23,4/6/2017,10/6/2017,Chikungunya,2
24,11/6/2017,17/6/2017,Chikungunya,1
25,18/6/2017,24/6/2017,Chikungunya,2
26,25/6/2017,1/7/2017,Chikungunya,2
27,2/7/2017,8/7/2017,Chikungunya,1
28,9/7/2017,15/7/2017,Chikungunya,1
29,16/7/2017,22/7/2017,Chikungunya,0
30,23/7/2017,29/7/2017,Chikungunya,0
31,30/7/2017,5/8/2017,Chikungunya,1
32,6/8/2017,12/8/2017,Chikungunya,1
33,13/8/2017,19/8/2017,Chikungunya,2
34,20/8/2017,26/8/2017,Chikungunya,1
35,27/8/2017,2/9/2017,Chikungunya,0
36,3/9/2017,9/9/2017,Chikungunya,1
37,10/9/2017,16/9/2017,Chikungunya,0
38,17/9/2017,23/9/2017,Chikungunya,0
39,24/9/2017,30/9/2017,Chikungunya,0
40,1/10/2017,7/10/2017,Chikungunya,1
41,8/10/2017,14/10/2017,Chikungunya,1
42,15/10/2017,21/10/2017,Chikungunya,1
43,22/10/2017,28/10/2017,Chikungunya,0
44,29/10/2017,4/11/2017,Chikungunya,1
45,5/11/2017,11/11/2017,Chikungunya,0
46,12/11/2017,18/11/2017,Chikungunya,1
47,19/11/2017,25/11/2017,Chikungunya,0
48,26/11/2017,2/12/2017,Chikungunya,3
49,3/12/2017,9/12/2017,Chikungunya,1
50,10/12/2017,16/12/2017,Chikungunya,0
51,17/12/2017,23/12/2017,Chikungunya,0
52,24/12/2017,30/12/2017,Chikungunya,0
53,31/12/2017,6/1/2018,Chikungunya,0
54,7/1/2018,13/1/2018,Chikungunya,0
55,14/1/2018,20/1/2018,Chikungunya,0
56,21/1/2018,27/1/2018,Chikungunya,0
57,28/1/2018,3/2/2018,Chikungunya,0
58,4/2/2018,10/2/2018,Chikungunya,0
59,11/2/2018,17/2/2018,Chikungunya,0
60,18/2/2018,24/2/2018,Chikungunya,0
61,25/2/2018,3/3/2018,Chikungunya,1
62,4/3/2018,10/3/2018,Chikungunya,0
63,11/3/2018,17/3/2018,Chikungunya,0
64,18/3/2018,24/3/2018,Chikungunya,0
65,25/3/2018,31/3/2018,Chikungunya,0
66,1/4/2018,7/4/2018,Chikungunya,0
67,8/4/2018,14/4/2018,Chikungunya,0
68,15/4/2018,21/4/2018,Chikungunya,0
69,22/4/2018,28/4/2018,Chikungunya,0
70,29/4/2018,5/5/2018,Chikungunya,0
71,6/5/2018,12/5/2018,Chikungunya,0
72,13/5/2018,19/5/2018,Chikungunya,1
73,20/5/2018,26/5/2018,Chikungunya,0
74,27/5/2018,2/6/2018,Chikungunya,1
75,3/6/2018,9/6/2018,Chikungunya,1
76,10/6/2018,16/6/2018,Chikungunya,0
77,17/6/2018,23/6/2018,Chikungunya,0
78,24/6/2018,30/6/2018,Chikungunya,0
79,1/7/2018,7/7/2018,Chikungunya,0
80,8/7/2018,14/7/2018,Chikungunya,1
81,15/7/2018,21/7/2018,Chikungunya,0
82,22/7/2018,28/7/2018,Chikungunya,1
83,29/7/2018,4/8/2018,Chikungunya,0
84,5/8/2018,11/8/2018,Chikungunya,0
85,12/8/2018,18/8/2018,Chikungunya,0
86,19/8/2018,25/8/2018,Chikungunya,0
87,26/8/2018,1/9/2018,Chikungunya,0
88,2/9/2018,8/9/2018,Chikungunya,0
89,9/9/2018,15/9/2018,Chikungunya,0
90,16/9/2018,22/9/2018,Chikungunya,0
91,23/9/2018,29/9/2018,Chikungunya,0
92,30/9/2018,6/10/2018,Chikungunya,0
93,7/10/2018,13/10/2018,Chikungunya,0
94,14/10/2018,20/10/2018,Chikungunya,0
95,21/10/2018,27/10/2018,Chikungunya,2
96,28/10/2018,3/11/2018,Chikungunya,2
97,4/11/2018,10/11/2018,Chikungunya,0
98,11/11/2018,17/11/2018,Chikungunya,0
99,18/11/2018,24/11/2018,Chikungunya,0
100,25/11/2018,1/12/2018,Chikungunya,4
101,2/12/2018,8/12/2018,Chikungunya,1
102,9/12/2018,15/12/2018,Chikungunya,0
103,16/12/2018,22/12/2018,Chikungunya,0
104,23/12/2018,29/12/2018,Chikungunya,0
105,30/12/2018,5/1/2019,Chikungunya,1
106,6/1/2019,12/1/2019,Chikungunya,0
107,13/1/2019,19/1/2019,Chikungunya,2
108,20/1/2019,26/1/2019,Chikungunya,1
109,27/1/2019,2/2/2019,Chikungunya,0
110,3/2/2019,9/2/2019,Chikungunya,0
111,10/2/2019,16/2/2019,Chikungunya,0
112,17/2/2019,23/2/2019,Chikungunya,1
113,24/2/2019,2/3/2019,Chikungunya,2
114,3/3/2019,9/3/2019,Chikungunya,0
115,10/3/2019,16/3/2019,Chikungunya,0
116,17/3/2019,23/3/2019,Chikungunya,0
117,24/3/2019,30/3/2019,Chikungunya,1
118,31/3/2019,6/4/2019,Chikungunya,0
119,7/4/2019,13/4/2019,Chikungunya,0
120,14/4/2019,20/4/2019,Chikungunya,0
121,21/4/2019,27/4/2019,Chikungunya,1
122,28/4/2019,4/5/2019,Chikungunya,0
123,5/5/2019,11/5/2019,Chikungunya,0
124,12/5/2019,18/5/2019,Chikungunya,0
125,19/5/2019,25/5/2019,Chikungunya,0
126,26/5/2019,1/6/2019,Chikungunya,0
127,2/6/2019,8/6/2019,Chikungunya,6
128,9/6/2019,15/6/2019,Chikungunya,3
129,16/6/2019,22/6/2019,Chikungunya,1
130,23/6/2019,29/6/2019,Chikungunya,1
131,30/6/2019,6/7/2019,Chikungunya,1
132,7/7/2019,13/7/2019,Chikungunya,3
133,14/7/2019,20/7/2019,Chikungunya,1
134,21/7/2019,27/7/2019,Chikungunya,3
135,28/7/2019,3/8/2019,Chikungunya,3
136,4/8/2019,10/8/2019,Chikungunya,0
137,11/8/2019,17/8/2019,Chikungunya,1
138,18/8/2019,24/8/2019,Chikungunya,6
139,25/8/2019,31/8/2019,Chikungunya,1
140,1/9/2019,7/9/2019,Chikungunya,1
141,8/9/2019,14/9/2019,Chikungunya,2
142,15/9/2019,21/9/2019,Chikungunya,2
143,22/9/2019,28/9/2019,Chikungunya,1
144,29/9/2019,5/10/2019,Chikungunya,2
145,6/10/2019,12/10/2019,Chikungunya,4
146,13/10/2019,19/10/2019,Chikungunya,0
147,20/10/2019,26/10/2019,Chikungunya,1
148,27/10/2019,2/11/2019,Chikungunya,1
149,3/11/2019,9/11/2019,Chikungunya,0
150,10/11/2019,16/11/2019,Chikungunya,0
151,17/11/2019,23/11/2019,Chikungunya,1
152,24/11/2019,30/11/2019,Chikungunya,0
153,1/12/2019,7/12/2019,Chikungunya,4
154,8/12/2019,14/12/2019,Chikungunya,0
155,15/12/2019,21/12/2019,Chikungunya,1
156,22/12/2019,28/12/2019,Chikungunya,2
157,29/12/2019,4/1/2020,Chikungunya,3
158,5/1/2020,11/1/2020,Chikungunya,1
159,12/1/2020,18/1/2020,Chikungunya,1
160,19/1/2020,25/1/2020,Chikungunya,0
161,26/1/2020,1/2/2020,Chikungunya,1
162,2/2/2020,8/2/2020,Chikungunya,1
163,9/2/2020,15/2/2020,Chikungunya,2
164,16/2/2020,22/2/2020,Chikungunya,0
165,23/2/2020,29/2/2020,Chikungunya,0
166,1/3/2020,7/3/2020,Chikungunya,0
167,8/3/2020,14/3/2020,Chikungunya,0
168,15/3/2020,21/3/2020,Chikungunya,1
169,22/3/2020,28/3/2020,Chikungunya,0
170,29/3/2020,4/4/2020,Chikungunya,0
171,5/4/2020,11/4/2020,Chikungunya,0
172,12/4/2020,18/4/2020,Chikungunya,0
173,19/4/2020,25/4/2020,Chikungunya,0
174,26/4/2020,2/5/2020,Chikungunya,0
175,3/5/2020,9/5/2020,Chikungunya,0
176,10/5/2020,16/5/2020,Chikungunya,0
177,17/5/2020,23/5/2020,Chikungunya,0
178,24/5/2020,30/5/2020,Chikungunya,0
179,31/5/2020,6/6/2020,Chikungunya,0
180,7/6/2020,13/6/2020,Chikungunya,0
181,14/6/2020,20/6/2020,Chikungunya,0
182,21/6/2020,27/6/2020,Chikungunya,0
183,28/6/2020,4/7/2020,Chikungunya,0
184,5/7/2020,11/7/2020,Chikungunya,0
185,12/7/2020,18/7/2020,Chikungunya,0
186,19/7/2020,25/7/2020,Chikungunya,0
187,26/7/2020,1/8/2020,Chikungunya,0
188,2/8/2020,8/8/2020,Chikungunya,0
189,9/8/2020,15/8/2020,Chikungunya,0
190,16/8/2020,22/8/2020,Chikungunya,0
191,23/8/2020,29/8/2020,Chikungunya,0
192,30/8/2020,5/9/2020,Chikungunya,1
193,6/9/2020,12/9/2020,Chikungunya,1
194,13/9/2020,19/9/2020,Chikungunya,0
195,20/9/2020,26/9/2020,Chikungunya,0
196,27/9/2020,3/10/2020,Chikungunya,0
197,4/10/2020,10/10/2020,Chikungunya,0
198,11/10/2020,17/10/2020,Chikungunya,0
199,18/10/2020,24/10/2020,Chikungunya,0
200,25/10/2020,31/10/2020,Chikungunya,0
201,1/11/2020,7/11/2020,Chikungunya,0
202,8/11/2020,14/11/2020,Chikungunya,0
203,15/11/2020,21/11/2020,Chikungunya,0
204,22/11/2020,28/11/2020,Chikungunya,0
205,29/11/2020,5/12/2020,Chikungunya,0
206,6/12/2020,12/12/2020,Chikungunya,0
207,13/12/2020,19/12/2020,Chikungunya,0
208,20/12/2020,26/12/2020,Chikungunya,0
209,27/12/2020,2/1/2021,Chikungunya,0
1,1/1/2017,7/1/2017,HFMD,501
2,8/1/2017,14/1/2017,HFMD,588
3,15/1/2017,21/1/2017,HFMD,599
4,22/1/2017,28/1/2017,HFMD,492
5,29/1/2017,4/2/2017,HFMD,572
6,5/2/2017,11/2/2017,HFMD,669
7,12/2/2017,18/2/2017,HFMD,692
8,19/2/2017,25/2/2017,HFMD,762
9,26/2/2017,4/3/2017,HFMD,855
10,5/3/2017,11/3/2017,HFMD,943
11,12/3/2017,18/3/2017,HFMD,797
12,19/3/2017,25/3/2017,HFMD,790
13,26/3/2017,1/4/2017,HFMD,663
14,2/4/2017,8/4/2017,HFMD,695
15,9/4/2017,15/4/2017,HFMD,654
16,16/4/2017,22/4/2017,HFMD,762
17,23/4/2017,29/4/2017,HFMD,752
18,30/4/2017,6/5/2017,HFMD,755
19,7/5/2017,13/5/2017,HFMD,732
20,14/5/2017,20/5/2017,HFMD,793
21,21/5/2017,27/5/2017,HFMD,789
22,28/5/2017,3/6/2017,HFMD,713
23,4/6/2017,10/6/2017,HFMD,607
24,11/6/2017,17/6/2017,HFMD,520
25,18/6/2017,24/6/2017,HFMD,554
26,25/6/2017,1/7/2017,HFMD,436
27,2/7/2017,8/7/2017,HFMD,572
28,9/7/2017,15/7/2017,HFMD,661
29,16/7/2017,22/7/2017,HFMD,692
30,23/7/2017,29/7/2017,HFMD,803
31,30/7/2017,5/8/2017,HFMD,872
32,6/8/2017,12/8/2017,HFMD,695
33,13/8/2017,19/8/2017,HFMD,711
34,20/8/2017,26/8/2017,HFMD,840
35,27/8/2017,2/9/2017,HFMD,761
36,3/9/2017,9/9/2017,HFMD,659
37,10/9/2017,16/9/2017,HFMD,717
38,17/9/2017,23/9/2017,HFMD,708
39,24/9/2017,30/9/2017,HFMD,672
40,1/10/2017,7/10/2017,HFMD,622
41,8/10/2017,14/10/2017,HFMD,721
42,15/10/2017,21/10/2017,HFMD,635
43,22/10/2017,28/10/2017,HFMD,549
44,29/10/2017,4/11/2017,HFMD,553
45,5/11/2017,11/11/2017,HFMD,474
46,12/11/2017,18/11/2017,HFMD,550
47,19/11/2017,25/11/2017,HFMD,482
48,26/11/2017,2/12/2017,HFMD,463
49,3/12/2017,9/12/2017,HFMD,416
50,10/12/2017,16/12/2017,HFMD,460
51,17/12/2017,23/12/2017,HFMD,412
52,24/12/2017,30/12/2017,HFMD,325
53,31/12/2017,6/1/2018,HFMD,326
54,7/1/2018,13/1/2018,HFMD,478
55,14/1/2018,20/1/2018,HFMD,542
56,21/1/2018,27/1/2018,HFMD,645
57,28/1/2018,3/2/2018,HFMD,757
58,4/2/2018,10/2/2018,HFMD,699
59,11/2/2018,17/2/2018,HFMD,546
60,18/2/2018,24/2/2018,HFMD,668
61,25/2/2018,3/3/2018,HFMD,780
62,4/3/2018,10/3/2018,HFMD,1105
63,11/3/2018,17/3/2018,HFMD,946
64,18/3/2018,24/3/2018,HFMD,983
65,25/3/2018,31/3/2018,HFMD,843
66,1/4/2018,7/4/2018,HFMD,1010
67,8/4/2018,14/4/2018,HFMD,985
68,15/4/2018,21/4/2018,HFMD,996
69,22/4/2018,28/4/2018,HFMD,1066
70,29/4/2018,5/5/2018,HFMD,971
71,6/5/2018,12/5/2018,HFMD,1159
72,13/5/2018,19/5/2018,HFMD,1022
73,20/5/2018,26/5/2018,HFMD,1086
74,27/5/2018,2/6/2018,HFMD,849
75,3/6/2018,9/6/2018,HFMD,873
76,10/6/2018,16/6/2018,HFMD,735
77,17/6/2018,23/6/2018,HFMD,716
78,24/6/2018,30/6/2018,HFMD,889
79,1/7/2018,7/7/2018,HFMD,1071
80,8/7/2018,14/7/2018,HFMD,1140
81,15/7/2018,21/7/2018,HFMD,1136
82,22/7/2018,28/7/2018,HFMD,1177
83,29/7/2018,4/8/2018,HFMD,1249
84,5/8/2018,11/8/2018,HFMD,1050
85,12/8/2018,18/8/2018,HFMD,1038
86,19/8/2018,25/8/2018,HFMD,796
87,26/8/2018,1/9/2018,HFMD,684
88,2/9/2018,8/9/2018,HFMD,474
89,9/9/2018,15/9/2018,HFMD,594
90,16/9/2018,22/9/2018,HFMD,568
91,23/9/2018,29/9/2018,HFMD,622
92,30/9/2018,6/10/2018,HFMD,586
93,7/10/2018,13/10/2018,HFMD,547
94,14/10/2018,20/10/2018,HFMD,543
95,21/10/2018,27/10/2018,HFMD,561
96,28/10/2018,3/11/2018,HFMD,565
97,4/11/2018,10/11/2018,HFMD,528
98,11/11/2018,17/11/2018,HFMD,587
99,18/11/2018,24/11/2018,HFMD,607
100,25/11/2018,1/12/2018,HFMD,533
101,2/12/2018,8/12/2018,HFMD,500
102,9/12/2018,15/12/2018,HFMD,461
103,16/12/2018,22/12/2018,HFMD,486
104,23/12/2018,29/12/2018,HFMD,439
105,30/12/2018,5/1/2019,HFMD,52
106,6/1/2019,12/1/2019,HFMD,79
107,13/1/2019,19/1/2019,HFMD,69
108,20/1/2019,26/1/2019,HFMD,67
109,27/1/2019,2/2/2019,HFMD,59
110,3/2/2019,9/2/2019,HFMD,48
111,10/2/2019,16/2/2019,HFMD,68
112,17/2/2019,23/2/2019,HFMD,89
113,24/2/2019,2/3/2019,HFMD,69
114,3/3/2019,9/3/2019,HFMD,73
115,10/3/2019,16/3/2019,HFMD,105
116,17/3/2019,23/3/2019,HFMD,68
117,24/3/2019,30/3/2019,HFMD,85
118,31/3/2019,6/4/2019,HFMD,91
119,7/4/2019,13/4/2019,HFMD,115
120,14/4/2019,20/4/2019,HFMD,107
121,21/4/2019,27/4/2019,HFMD,98
122,28/4/2019,4/5/2019,HFMD,84
123,5/5/2019,11/5/2019,HFMD,99
124,12/5/2019,18/5/2019,HFMD,130
125,19/5/2019,25/5/2019,HFMD,91
126,26/5/2019,1/6/2019,HFMD,131
127,2/6/2019,8/6/2019,HFMD,89
128,9/6/2019,15/6/2019,HFMD,115
129,16/6/2019,22/6/2019,HFMD,145
130,23/6/2019,29/6/2019,HFMD,143
131,30/6/2019,6/7/2019,HFMD,126
132,7/7/2019,13/7/2019,HFMD,135
133,14/7/2019,20/7/2019,HFMD,129
134,21/7/2019,27/7/2019,HFMD,115
135,28/7/2019,3/8/2019,HFMD,114
136,4/8/2019,10/8/2019,HFMD,97
137,11/8/2019,17/8/2019,HFMD,97
138,18/8/2019,24/8/2019,HFMD,90
139,25/8/2019,31/8/2019,HFMD,103
140,1/9/2019,7/9/2019,HFMD,97
141,8/9/2019,14/9/2019,HFMD,117
142,15/9/2019,21/9/2019,HFMD,100
143,22/9/2019,28/9/2019,HFMD,104
144,29/9/2019,5/10/2019,HFMD,88
145,6/10/2019,12/10/2019,HFMD,105
146,13/10/2019,19/10/2019,HFMD,92
147,20/10/2019,26/10/2019,HFMD,124
148,27/10/2019,2/11/2019,HFMD,93
149,3/11/2019,9/11/2019,HFMD,82
150,10/11/2019,16/11/2019,HFMD,95
151,17/11/2019,23/11/2019,HFMD,98
152,24/11/2019,30/11/2019,HFMD,111
153,1/12/2019,7/12/2019,HFMD,97
154,8/12/2019,14/12/2019,HFMD,97
155,15/12/2019,21/12/2019,HFMD,63
156,22/12/2019,28/12/2019,HFMD,75
157,29/12/2019,4/1/2020,HFMD,85
158,5/1/2020,11/1/2020,HFMD,82
159,12/1/2020,18/1/2020,HFMD,112
160,19/1/2020,25/1/2020,HFMD,61
161,26/1/2020,1/2/2020,HFMD,114
162,2/2/2020,8/2/2020,HFMD,79
163,9/2/2020,15/2/2020,HFMD,58
164,16/2/2020,22/2/2020,HFMD,58
165,23/2/2020,29/2/2020,HFMD,59
166,1/3/2020,7/3/2020,HFMD,46
167,8/3/2020,14/3/2020,HFMD,42
168,15/3/2020,21/3/2020,HFMD,35
169,22/3/2020,28/3/2020,HFMD,22
170,29/3/2020,4/4/2020,HFMD,22
171,5/4/2020,11/4/2020,HFMD,6
172,12/4/2020,18/4/2020,HFMD,4
173,19/4/2020,25/4/2020,HFMD,6
174,26/4/2020,2/5/2020,HFMD,2
175,3/5/2020,9/5/2020,HFMD,5
176,10/5/2020,16/5/2020,HFMD,2
177,17/5/2020,23/5/2020,HFMD,4
178,24/5/2020,30/5/2020,HFMD,2
179,31/5/2020,6/6/2020,HFMD,1
180,7/6/2020,13/6/2020,HFMD,4
181,14/6/2020,20/6/2020,HFMD,5
182,21/6/2020,27/6/2020,HFMD,12
183,28/6/2020,4/7/2020,HFMD,7
184,5/7/2020,11/7/2020,HFMD,6
185,12/7/2020,18/7/2020,HFMD,2
186,19/7/2020,25/7/2020,HFMD,13
187,26/7/2020,1/8/2020,HFMD,8
188,2/8/2020,8/8/2020,HFMD,6
189,9/8/2020,15/8/2020,HFMD,6
190,16/8/2020,22/8/2020,HFMD,11
191,23/8/2020,29/8/2020,HFMD,4
192,30/8/2020,5/9/2020,HFMD,5
193,6/9/2020,12/9/2020,HFMD,3
194,13/9/2020,19/9/2020,HFMD,9
195,20/9/2020,26/9/2020,HFMD,12
196,27/9/2020,3/10/2020,HFMD,6
197,4/10/2020,10/10/2020,HFMD,9
198,11/10/2020,17/10/2020,HFMD,7
199,18/10/2020,24/10/2020,HFMD,14
200,25/10/2020,31/10/2020,HFMD,14
201,1/11/2020,7/11/2020,HFMD,8
202,8/11/2020,14/11/2020,HFMD,9
203,15/11/2020,21/11/2020,HFMD,9
204,22/11/2020,28/11/2020,HFMD,6
205,29/11/2020,5/12/2020,HFMD,8
206,6/12/2020,12/12/2020,HFMD,7
207,13/12/2020,19/12/2020,HFMD,7
208,20/12/2020,26/12/2020,HFMD,5
209,27/12/2020,2/1/2021,HFMD,4
1,1/1/2017,7/1/2017,Diphtheria,0
2,8/1/2017,14/1/2017,Diphtheria,0
3,15/1/2017,21/1/2017,Diphtheria,0
4,22/1/2017,28/1/2017,Diphtheria,0
5,29/1/2017,4/2/2017,Diphtheria,0
6,5/2/2017,11/2/2017,Diphtheria,0
7,12/2/2017,18/2/2017,Diphtheria,0
8,19/2/2017,25/2/2017,Diphtheria,0
9,26/2/2017,4/3/2017,Diphtheria,0
10,5/3/2017,11/3/2017,Diphtheria,0
11,12/3/2017,18/3/2017,Diphtheria,0
12,19/3/2017,25/3/2017,Diphtheria,0
13,26/3/2017,1/4/2017,Diphtheria,0
14,2/4/2017,8/4/2017,Diphtheria,0
15,9/4/2017,15/4/2017,Diphtheria,0
16,16/4/2017,22/4/2017,Diphtheria,0
17,23/4/2017,29/4/2017,Diphtheria,0
18,30/4/2017,6/5/2017,Diphtheria,0
19,7/5/2017,13/5/2017,Diphtheria,0
