,Country Name,Indicator Name,Year,Death Rate
2782,Kyrgyz Republic,"Death rate, crude (per 1,000 people)",1970-01-01,12.038
2783,Cambodia,"Death rate, crude (per 1,000 people)",1970-01-01,22.577
2784,Kiribati,"Death rate, crude (per 1,000 people)",1970-01-01,13.729
2785,St. Kitts and Nevis,"Death rate, crude (per 1,000 people)",1970-01-01,12.066
2786,"Korea, Rep.","Death rate, crude (per 1,000 people)",1970-01-01,8.0
2787,Kuwait,"Death rate, crude (per 1,000 people)",1970-01-01,5.881
2788,Latin America & Caribbean (excluding high income),"Death rate, crude (per 1,000 people)",1970-01-01,11.0024012
2789,Lao PDR,"Death rate, crude (per 1,000 people)",1970-01-01,20.57
2790,Lebanon,"Death rate, crude (per 1,000 people)",1970-01-01,7.867
2791,Liberia,"Death rate, crude (per 1,000 people)",1970-01-01,23.955
2792,Libya,"Death rate, crude (per 1,000 people)",1970-01-01,13.52
2793,St. Lucia,"Death rate, crude (per 1,000 people)",1970-01-01,8.538
2794,Latin America & Caribbean,"Death rate, crude (per 1,000 people)",1970-01-01,10.65008266
2795,Least developed countries: UN classification,"Death rate, crude (per 1,000 people)",1970-01-01,21.65893222
2796,Low income,"Death rate, crude (per 1,000 people)",1970-01-01,21.20345137
2797,Liechtenstein,"Death rate, crude (per 1,000 people)",1970-01-01,7.7
2798,Sri Lanka,"Death rate, crude (per 1,000 people)",1970-01-01,7.587
2799,Lower middle income,"Death rate, crude (per 1,000 people)",1970-01-01,17.09723683
2800,Low & middle income,"Death rate, crude (per 1,000 people)",1970-01-01,13.19648118
2801,Lesotho,"Death rate, crude (per 1,000 people)",1970-01-01,15.61
2802,Late-demographic dividend,"Death rate, crude (per 1,000 people)",1970-01-01,8.49767386
2803,Lithuania,"Death rate, crude (per 1,000 people)",1970-01-01,8.9
2804,Luxembourg,"Death rate, crude (per 1,000 people)",1970-01-01,12.2
2805,Latvia,"Death rate, crude (per 1,000 people)",1970-01-01,11.3
2806,"Macao SAR, China","Death rate, crude (per 1,000 people)",1970-01-01,5.732
2807,St. Martin (French part),"Death rate, crude (per 1,000 people)",1970-01-01,5.026
2808,Morocco,"Death rate, crude (per 1,000 people)",1970-01-01,16.387
2809,Monaco,"Death rate, crude (per 1,000 people)",1970-01-01,
2810,Moldova,"Death rate, crude (per 1,000 people)",1970-01-01,10.197
2811,Madagascar,"Death rate, crude (per 1,000 people)",1970-01-01,17.965
2812,Maldives,"Death rate, crude (per 1,000 people)",1970-01-01,20.064
2813,Middle East & North Africa,"Death rate, crude (per 1,000 people)",1970-01-01,16.28816794
2814,Mexico,"Death rate, crude (per 1,000 people)",1970-01-01,9.605
2815,Marshall Islands,"Death rate, crude (per 1,000 people)",1970-01-01,11.141
2816,Middle income,"Death rate, crude (per 1,000 people)",1970-01-01,12.63710893
2817,North Macedonia,"Death rate, crude (per 1,000 people)",1970-01-01,8.599
2818,Mali,"Death rate, crude (per 1,000 people)",1970-01-01,32.203
2819,Malta,"Death rate, crude (per 1,000 people)",1970-01-01,10.1
2820,Myanmar,"Death rate, crude (per 1,000 people)",1970-01-01,15.398
2821,Middle East & North Africa (excluding high income),"Death rate, crude (per 1,000 people)",1970-01-01,16.65919014
2822,Montenegro,"Death rate, crude (per 1,000 people)",1970-01-01,7.787
2823,Mongolia,"Death rate, crude (per 1,000 people)",1970-01-01,17.012
2824,Northern Mariana Islands,"Death rate, crude (per 1,000 people)",1970-01-01,
2825,Mozambique,"Death rate, crude (per 1,000 people)",1970-01-01,22.533
2826,Mauritania,"Death rate, crude (per 1,000 people)",1970-01-01,15.11
2827,Mauritius,"Death rate, crude (per 1,000 people)",1970-01-01,7.9
2828,Malawi,"Death rate, crude (per 1,000 people)",1970-01-01,28.662
2829,Malaysia,"Death rate, crude (per 1,000 people)",1970-01-01,7.078
2830,North America,"Death rate, crude (per 1,000 people)",1970-01-01,9.292354845
2831,Namibia,"Death rate, crude (per 1,000 people)",1970-01-01,14.272
2832,New Caledonia,"Death rate, crude (per 1,000 people)",1970-01-01,9.3
2833,Niger,"Death rate, crude (per 1,000 people)",1970-01-01,27.929
2834,Nigeria,"Death rate, crude (per 1,000 people)",1970-01-01,24.347
2835,Nicaragua,"Death rate, crude (per 1,000 people)",1970-01-01,12.764
2836,Netherlands,"Death rate, crude (per 1,000 people)",1970-01-01,8.4
2837,Norway,"Death rate, crude (per 1,000 people)",1970-01-01,10.0
2838,Nepal,"Death rate, crude (per 1,000 people)",1970-01-01,21.186
2839,Nauru,"Death rate, crude (per 1,000 people)",1970-01-01,8.101
2840,New Zealand,"Death rate, crude (per 1,000 people)",1970-01-01,8.81
2841,OECD members,"Death rate, crude (per 1,000 people)",1970-01-01,9.706266493
2842,Oman,"Death rate, crude (per 1,000 people)",1970-01-01,19.385
2843,Other small states,"Death rate, crude (per 1,000 people)",1970-01-01,12.77036617
2844,Pakistan,"Death rate, crude (per 1,000 people)",1970-01-01,13.794
2845,Panama,"Death rate, crude (per 1,000 people)",1970-01-01,7.654
2846,Peru,"Death rate, crude (per 1,000 people)",1970-01-01,18.756
2847,Philippines,"Death rate, crude (per 1,000 people)",1970-01-01,8.701
2848,Palau,"Death rate, crude (per 1,000 people)",1970-01-01,
2849,Papua New Guinea,"Death rate, crude (per 1,000 people)",1970-01-01,12.361
2850,Poland,"Death rate, crude (per 1,000 people)",1970-01-01,8.2
2851,Pre-demographic dividend,"Death rate, crude (per 1,000 people)",1970-01-01,21.90271178
2852,Puerto Rico,"Death rate, crude (per 1,000 people)",1970-01-01,6.7
2853,"Korea, Dem. People's Rep.","Death rate, crude (per 1,000 people)",1970-01-01,8.915
2854,Portugal,"Death rate, crude (per 1,000 people)",1970-01-01,10.7
2855,Paraguay,"Death rate, crude (per 1,000 people)",1970-01-01,9.146
2856,West Bank and Gaza,"Death rate, crude (per 1,000 people)",1970-01-01,
2857,Pacific island small states,"Death rate, crude (per 1,000 people)",1970-01-01,9.118058041
2858,Post-demographic dividend,"Death rate, crude (per 1,000 people)",1970-01-01,9.554461018
2859,French Polynesia,"Death rate, crude (per 1,000 people)",1970-01-01,7.624
2860,Qatar,"Death rate, crude (per 1,000 people)",1970-01-01,6.596
2861,Romania,"Death rate, crude (per 1,000 people)",1970-01-01,9.5
2862,Russian Federation,"Death rate, crude (per 1,000 people)",1970-01-01,8.808
2863,Rwanda,"Death rate, crude (per 1,000 people)",1970-01-01,18.352
2864,South Asia,"Death rate, crude (per 1,000 people)",1970-01-01,17.47120447
2865,Saudi Arabia,"Death rate, crude (per 1,000 people)",1970-01-01,15.373
2866,Sudan,"Death rate, crude (per 1,000 people)",1970-01-01,18.502
2867,Senegal,"Death rate, crude (per 1,000 people)",1970-01-01,23.627
2868,Singapore,"Death rate, crude (per 1,000 people)",1970-01-01,5.2
2869,Solomon Islands,"Death rate, crude (per 1,000 people)",1970-01-01,12.236
2870,Sierra Leone,"Death rate, crude (per 1,000 people)",1970-01-01,26.472
2871,El Salvador,"Death rate, crude (per 1,000 people)",1970-01-01,15.396
2872,San Marino,"Death rate, crude (per 1,000 people)",1970-01-01,
2873,Somalia,"Death rate, crude (per 1,000 people)",1970-01-01,19.325
2874,Serbia,"Death rate, crude (per 1,000 people)",1970-01-01,8.994
2875,Sub-Saharan Africa (excluding high income),"Death rate, crude (per 1,000 people)",1970-01-01,20.86386377
2876,South Sudan,"Death rate, crude (per 1,000 people)",1970-01-01,39.927
2877,Sub-Saharan Africa,"Death rate, crude (per 1,000 people)",1970-01-01,20.86386377
2878,Small states,"Death rate, crude (per 1,000 people)",1970-01-01,11.4511818
2879,Sao Tome and Principe,"Death rate, crude (per 1,000 people)",1970-01-01,13.231
2880,Suriname,"Death rate, crude (per 1,000 people)",1970-01-01,10.019
2881,Slovak Republic,"Death rate, crude (per 1,000 people)",1970-01-01,9.3
2882,Slovenia,"Death rate, crude (per 1,000 people)",1970-01-01,10.1
2883,Sweden,"Death rate, crude (per 1,000 people)",1970-01-01,9.9
2884,Eswatini,"Death rate, crude (per 1,000 people)",1970-01-01,15.415
2885,Sint Maarten (Dutch part),"Death rate, crude (per 1,000 people)",1970-01-01,5.022
2886,Seychelles,"Death rate, crude (per 1,000 people)",1970-01-01,
2887,Syrian Arab Republic,"Death rate, crude (per 1,000 people)",1970-01-01,10.54
2888,Turks and Caicos Islands,"Death rate, crude (per 1,000 people)",1970-01-01,13.368
2889,Chad,"Death rate, crude (per 1,000 people)",1970-01-01,24.061
2890,East Asia & Pacific (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1970-01-01,8.902430282
2891,Europe & Central Asia (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1970-01-01,9.559997049
2892,Togo,"Death rate, crude (per 1,000 people)",1970-01-01,19.311
2893,Thailand,"Death rate, crude (per 1,000 people)",1970-01-01,10.33
2894,Tajikistan,"Death rate, crude (per 1,000 people)",1970-01-01,12.953
2895,Turkmenistan,"Death rate, crude (per 1,000 people)",1970-01-01,12.155
2896,Latin America & the Caribbean (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1970-01-01,10.81661801
2897,Timor-Leste,"Death rate, crude (per 1,000 people)",1970-01-01,25.261
2898,Middle East & North Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1970-01-01,16.65919014
2899,Tonga,"Death rate, crude (per 1,000 people)",1970-01-01,7.367
2900,South Asia (IDA & IBRD),"Death rate, crude (per 1,000 people)",1970-01-01,17.47120447
2901,Sub-Saharan Africa (IDA & IBRD countries),"Death rate, crude (per 1,000 people)",1970-01-01,20.86386377
2902,Trinidad and Tobago,"Death rate, crude (per 1,000 people)",1970-01-01,7.687
2903,Tunisia,"Death rate, crude (per 1,000 people)",1970-01-01,13.535
2904,Turkiye,"Death rate, crude (per 1,000 people)",1970-01-01,13.227
2905,Tuvalu,"Death rate, crude (per 1,000 people)",1970-01-01,13.367
2906,Tanzania,"Death rate, crude (per 1,000 people)",1970-01-01,18.544
2907,Uganda,"Death rate, crude (per 1,000 people)",1970-01-01,16.361
2908,Ukraine,"Death rate, crude (per 1,000 people)",1970-01-01,9.402
2909,Upper middle income,"Death rate, crude (per 1,000 people)",1970-01-01,9.369608635
2910,Uruguay,"Death rate, crude (per 1,000 people)",1970-01-01,9.585
2911,United States,"Death rate, crude (per 1,000 people)",1970-01-01,9.5
2912,Uzbekistan,"Death rate, crude (per 1,000 people)",1970-01-01,10.979
2913,St. Vincent and the Grenadines,"Death rate, crude (per 1,000 people)",1970-01-01,6.839
2914,"Venezuela, RB","Death rate, crude (per 1,000 people)",1970-01-01,6.912
2915,British Virgin Islands,"Death rate, crude (per 1,000 people)",1970-01-01,7.034
2916,Virgin Islands (U.S.),"Death rate, crude (per 1,000 people)",1970-01-01,6.8
2917,Viet Nam,"Death rate, crude (per 1,000 people)",1970-01-01,12.773
2918,Vanuatu,"Death rate, crude (per 1,000 people)",1970-01-01,11.626
2919,World,"Death rate, crude (per 1,000 people)",1970-01-01,12.13989326
2920,Samoa,"Death rate, crude (per 1,000 people)",1970-01-01,8.562
2921,Kosovo,"Death rate, crude (per 1,000 people)",1970-01-01,8.393
2922,"Yemen, Rep.","Death rate, crude (per 1,000 people)",1970-01-01,26.538
2923,South Africa,"Death rate, crude (per 1,000 people)",1970-01-01,12.242
2924,Zambia,"Death rate, crude (per 1,000 people)",1970-01-01,15.527
2925,Zimbabwe,"Death rate, crude (per 1,000 people)",1970-01-01,11.441
2926,Aruba,"Death rate, crude (per 1,000 people)",1971-01-01,5.861
2927,Africa Eastern and Southern,"Death rate, crude (per 1,000 people)",1971-01-01,18.47416252
2928,Afghanistan,"Death rate, crude (per 1,000 people)",1971-01-01,26.364
2929,Africa Western and Central,"Death rate, crude (per 1,000 people)",1971-01-01,23.2335564
2930,Angola,"Death rate, crude (per 1,000 people)",1971-01-01,23.906
2931,Albania,"Death rate, crude (per 1,000 people)",1971-01-01,8.558
2932,Andorra,"Death rate, crude (per 1,000 people)",1971-01-01,
2933,Arab World,"Death rate, crude (per 1,000 people)",1971-01-01,16.09928289
2934,United Arab Emirates,"Death rate, crude (per 1,000 people)",1971-01-01,7.072
2935,Argentina,"Death rate, crude (per 1,000 people)",1971-01-01,9.364
2936,Armenia,"Death rate, crude (per 1,000 people)",1971-01-01,8.292
2937,American Samoa,"Death rate, crude (per 1,000 people)",1971-01-01,
2938,Antigua and Barbuda,"Death rate, crude (per 1,000 people)",1971-01-01,5.701
2939,Australia,"Death rate, crude (per 1,000 people)",1971-01-01,8.6
2940,Austria,"Death rate, crude (per 1,000 people)",1971-01-01,13.0
2941,Azerbaijan,"Death rate, crude (per 1,000 people)",1971-01-01,9.939
2942,Burundi,"Death rate, crude (per 1,000 people)",1971-01-01,21.692
2943,Belgium,"Death rate, crude (per 1,000 people)",1971-01-01,12.4
2944,Benin,"Death rate, crude (per 1,000 people)",1971-01-01,23.668
2945,Burkina Faso,"Death rate, crude (per 1,000 people)",1971-01-01,24.851
2946,Bangladesh,"Death rate, crude (per 1,000 people)",1971-01-01,41.023
2947,Bulgaria,"Death rate, crude (per 1,000 people)",1971-01-01,9.7
2948,Bahrain,"Death rate, crude (per 1,000 people)",1971-01-01,6.45
2949,"Bahamas, The","Death rate, crude (per 1,000 people)",1971-01-01,6.53
2950,Bosnia and Herzegovina,"Death rate, crude (per 1,000 people)",1971-01-01,6.991
2951,Belarus,"Death rate, crude (per 1,000 people)",1971-01-01,7.914
2952,Belize,"Death rate, crude (per 1,000 people)",1971-01-01,8.575
2953,Bermuda,"Death rate, crude (per 1,000 people)",1971-01-01,8.2
2954,Bolivia,"Death rate, crude (per 1,000 people)",1971-01-01,18.894
2955,Brazil,"Death rate, crude (per 1,000 people)",1971-01-01,10.595
2956,Barbados,"Death rate, crude (per 1,000 people)",1971-01-01,8.521
2957,Brunei Darussalam,"Death rate, crude (per 1,000 people)",1971-01-01,6.487
2958,Bhutan,"Death rate, crude (per 1,000 people)",1971-01-01,22.873
2959,Botswana,"Death rate, crude (per 1,000 people)",1971-01-01,12.656
2960,Central African Republic,"Death rate, crude (per 1,000 people)",1971-01-01,19.767
2961,Canada,"Death rate, crude (per 1,000 people)",1971-01-01,7.3
2962,Central Europe and the Baltics,"Death rate, crude (per 1,000 people)",1971-01-01,9.855959522
2963,Switzerland,"Death rate, crude (per 1,000 people)",1971-01-01,9.3
2964,Channel Islands,"Death rate, crude (per 1,000 people)",1971-01-01,12.41793684
2965,Chile,"Death rate, crude (per 1,000 people)",1971-01-01,8.298
2966,China,"Death rate, crude (per 1,000 people)",1971-01-01,7.32
2967,Cote d'Ivoire,"Death rate, crude (per 1,000 people)",1971-01-01,20.568
2968,Cameroon,"Death rate, crude (per 1,000 people)",1971-01-01,18.112
2969,"Congo, Dem. Rep.","Death rate, crude (per 1,000 people)",1971-01-01,20.777
2970,"Congo, Rep.","Death rate, crude (per 1,000 people)",1971-01-01,13.502
2971,Colombia,"Death rate, crude (per 1,000 people)",1971-01-01,8.263
2972,Comoros,"Death rate, crude (per 1,000 people)",1971-01-01,19.922
2973,Cabo Verde,"Death rate, crude (per 1,000 people)",1971-01-01,13.595
2974,Costa Rica,"Death rate, crude (per 1,000 people)",1971-01-01,6.529
2975,Caribbean small states,"Death rate, crude (per 1,000 people)",1971-01-01,8.676187917
2976,Cuba,"Death rate, crude (per 1,000 people)",1971-01-01,6.703
2977,Curacao,"Death rate, crude (per 1,000 people)",1971-01-01,6.623
2978,Cayman Islands,"Death rate, crude (per 1,000 people)",1971-01-01,
2979,Cyprus,"Death rate, crude (per 1,000 people)",1971-01-01,9.24
2980,Czechia,"Death rate, crude (per 1,000 people)",1971-01-01,12.5
2981,Germany,"Death rate, crude (per 1,000 people)",1971-01-01,12.3
2982,Djibouti,"Death rate, crude (per 1,000 people)",1971-01-01,17.494
2983,Dominica,"Death rate, crude (per 1,000 people)",1971-01-01,9.834
2984,Denmark,"Death rate, crude (per 1,000 people)",1971-01-01,9.8
2985,Dominican Republic,"Death rate, crude (per 1,000 people)",1971-01-01,11.105
2986,Algeria,"Death rate, crude (per 1,000 people)",1971-01-01,21.276
2987,East Asia & Pacific (excluding high income),"Death rate, crude (per 1,000 people)",1971-01-01,8.601439311
2988,Early-demographic dividend,"Death rate, crude (per 1,000 people)",1971-01-01,16.71529394
2989,East Asia & Pacific,"Death rate, crude (per 1,000 people)",1971-01-01,8.346132683
2990,Europe & Central Asia (excluding high income),"Death rate, crude (per 1,000 people)",1971-01-01,10.33790318
2991,Europe & Central Asia,"Death rate, crude (per 1,000 people)",1971-01-01,10.22345796
2992,Ecuador,"Death rate, crude (per 1,000 people)",1971-01-01,11.765
2993,"Egypt, Arab Rep.","Death rate, crude (per 1,000 people)",1971-01-01,16.813
2994,Euro area,"Death rate, crude (per 1,000 people)",1971-01-01,10.6347711
2995,Eritrea,"Death rate, crude (per 1,000 people)",1971-01-01,21.936
2996,Spain,"Death rate, crude (per 1,000 people)",1971-01-01,8.8
2997,Estonia,"Death rate, crude (per 1,000 people)",1971-01-01,10.9
2998,Ethiopia,"Death rate, crude (per 1,000 people)",1971-01-01,21.792
2999,European Union,"Death rate, crude (per 1,000 people)",1971-01-01,10.45228939
3000,Fragile and conflict affected situations,"Death rate, crude (per 1,000 people)",1971-01-01,18.25467144
3001,Finland,"Death rate, crude (per 1,000 people)",1971-01-01,9.9
3002,Fiji,"Death rate, crude (per 1,000 people)",1971-01-01,7.399
3003,France,"Death rate, crude (per 1,000 people)",1971-01-01,10.8
3004,Faroe Islands,"Death rate, crude (per 1,000 people)",1971-01-01,8.0
3005,"Micronesia, Fed. Sts.","Death rate, crude (per 1,000 people)",1971-01-01,9.025
3006,Gabon,"Death rate, crude (per 1,000 people)",1971-01-01,16.963
3007,United Kingdom,"Death rate, crude (per 1,000 people)",1971-01-01,11.5
3008,Georgia,"Death rate, crude (per 1,000 people)",1971-01-01,10.333
3009,Ghana,"Death rate, crude (per 1,000 people)",1971-01-01,18.263
3010,Gibraltar,"Death rate, crude (per 1,000 people)",1971-01-01,8.004
3011,Guinea,"Death rate, crude (per 1,000 people)",1971-01-01,25.348
3012,"Gambia, The","Death rate, crude (per 1,000 people)",1971-01-01,23.722
3013,Guinea-Bissau,"Death rate, crude (per 1,000 people)",1971-01-01,24.559
3014,Equatorial Guinea,"Death rate, crude (per 1,000 people)",1971-01-01,27.748
3015,Greece,"Death rate, crude (per 1,000 people)",1971-01-01,8.4
3016,Grenada,"Death rate, crude (per 1,000 people)",1971-01-01,7.982
3017,Greenland,"Death rate, crude (per 1,000 people)",1971-01-01,
3018,Guatemala,"Death rate, crude (per 1,000 people)",1971-01-01,15.067
3019,Guam,"Death rate, crude (per 1,000 people)",1971-01-01,5.338
3020,Guyana,"Death rate, crude (per 1,000 people)",1971-01-01,8.969
3021,High income,"Death rate, crude (per 1,000 people)",1971-01-01,9.322268609
3022,"Hong Kong SAR, China","Death rate, crude (per 1,000 people)",1971-01-01,5.0
3023,Honduras,"Death rate, crude (per 1,000 people)",1971-01-01,12.856
